Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1185732.00,44509.00,Northeast,New York,Albany,Women's Apparel,68.00,176.00,1197.00,766.00,Online
Foot Locker,1128299.00,44371.00,Southeast,Virginia,Richmond,Men's Athletic Footwear,62.00,176.00,1091.00,502.00,Online
Sports Direct,1185732.00,44424.00,Midwest,Michigan,Detroit,Women's Apparel,45.00,176.00,792.00,539.00,Online
Sports Direct,1185732.00,44545.00,Midwest,Michigan,Detroit,Men's Athletic Footwear,46.00,176.00,810.00,429.00,Online
Sports Direct,1197831.00,44444.00,West,Idaho,Boise,Men's Street Footwear,50.00,176.00,880.00,440.00,Online
Foot Locker,1197831.00,44534.00,West,Idaho,Boise,Women's Street Footwear,56.00,176.00,986.00,513.00,Online
Kohl's,1128299.00,44434.00,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,176.00,1056.00,549.00,Online
Sports Direct,1128299.00,44360.00,Southeast,Georgia,Atlanta,Men's Street Footwear,46.00,176.00,810.00,429.00,Online
Foot Locker,1185732.00,44476.00,Southeast,South Carolina,Charleston,Women's Street Footwear,41.00,176.00,722.00,281.00,Online
Foot Locker,1185732.00,44476.00,Southeast,South Carolina,Charleston,Women's Athletic Footwear,41.00,176.00,722.00,289.00,Online
Sports Direct,1185732.00,44411.00,Southeast,North Carolina,Charlotte,Men's Apparel,53.00,176.00,933.00,448.00,Online
Sports Direct,1185732.00,44473.00,Southeast,North Carolina,Charlotte,Women's Apparel,48.00,176.00,845.00,532.00,Online
Walmart,1185732.00,44393.00,South,Mississippi,Jackson,Women's Apparel,61.00,176.00,1074.00,655.00,Online
Walmart,1185732.00,44487.00,South,Mississippi,Jackson,Men's Street Footwear,32.00,176.00,563.00,304.00,Online
Sports Direct,1197831.00,44219.00,South,Mississippi,Jackson,Men's Street Footwear,24.00,176.00,422.00,215.00,Online
Foot Locker,1185732.00,44546.00,Northeast,West Virginia,Charleston,Men's Street Footwear,60.00,176.00,1056.00,549.00,Online
Amazon,1185732.00,44419.00,Northeast,Vermont,Burlington,Men's Street Footwear,58.00,176.00,1021.00,612.00,Online
Sports Direct,1197831.00,44035.00,South,Texas,Houston,Men's Apparel,26.00,176.00,458.00,156.00,Outlet
Kohl's,1189833.00,44277.00,West,California,Los Angeles,Women's Athletic Footwear,36.00,176.00,634.00,247.00,Outlet
West Gear,1128299.00,43864.00,West,Nevada,Las Vegas,Women's Street Footwear,46.00,176.00,810.00,389.00,Outlet
Sports Direct,1197831.00,44334.00,South,Tennessee,Knoxville,Women's Athletic Footwear,44.00,176.00,774.00,465.00,Outlet
Foot Locker,1128299.00,44524.00,Southeast,Virginia,Richmond,Women's Apparel,60.00,176.00,1056.00,348.00,Outlet
Sports Direct,1128299.00,44553.00,Southeast,Virginia,Richmond,Women's Athletic Footwear,51.00,176.00,898.00,350.00,Outlet
Sports Direct,1185732.00,44215.00,Southeast,Virginia,Richmond,Women's Street Footwear,18.00,176.00,317.00,101.00,Outlet
West Gear,1128299.00,44334.00,South,Louisiana,New Orleans,Men's Street Footwear,32.00,176.00,563.00,242.00,Outlet
West Gear,1197831.00,44291.00,West,Idaho,Boise,Women's Apparel,23.00,176.00,405.00,231.00,Outlet
Kohl's,1128299.00,44526.00,West,New Mexico,Albuquerque,Men's Street Footwear,47.00,176.00,827.00,339.00,Outlet
West Gear,1197831.00,44520.00,South,Arkansas,Little Rock,Men's Street Footwear,18.00,176.00,317.00,146.00,Outlet
Kohl's,1197831.00,44212.00,South,Oklahoma,Oklahoma City,Men's Street Footwear,17.00,176.00,299.00,114.00,Outlet
Foot Locker,1185732.00,44355.00,Northeast,Rhode Island,Providence,Men's Street Footwear,36.00,176.00,634.00,253.00,Outlet
Foot Locker,1185732.00,44354.00,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,175.00,7875.00,2756.00,Outlet
Foot Locker,1185732.00,44373.00,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,175.00,8750.00,3063.00,Outlet
Foot Locker,1185732.00,44380.00,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175.00,7000.00,2800.00,Outlet
Foot Locker,1185732.00,44381.00,Midwest,Illinois,Chicago,Men's Apparel,50.00,175.00,8750.00,3063.00,Outlet
Foot Locker,1185732.00,44398.00,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175.00,7000.00,2800.00,Outlet
Foot Locker,1185732.00,44399.00,Midwest,Illinois,Chicago,Men's Apparel,50.00,175.00,8750.00,3063.00,Outlet
Foot Locker,1185732.00,44410.00,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,175.00,8750.00,3500.00,Outlet
Foot Locker,1185732.00,44499.00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,35.00,175.00,6125.00,2450.00,Outlet
Foot Locker,1185732.00,44505.00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40.00,175.00,7000.00,2800.00,Outlet
Foot Locker,1185732.00,44508.00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50.00,175.00,8750.00,2188.00,Outlet
Foot Locker,1185732.00,44542.00,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45.00,175.00,7875.00,2756.00,Outlet
Foot Locker,1185732.00,44135.00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30.00,175.00,5250.00,1575.00,In-store
Foot Locker,1185732.00,44138.00,Midwest,Minnesota,Minneapolis,Women's Apparel,40.00,175.00,7000.00,3150.00,In-store
Foot Locker,1185732.00,44144.00,Midwest,Minnesota,Minneapolis,Women's Apparel,40.00,175.00,7000.00,3150.00,In-store
Foot Locker,1185732.00,44152.00,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40.00,175.00,7000.00,2100.00,Outlet
Foot Locker,1185732.00,44153.00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35.00,175.00,6125.00,1838.00,Outlet
Foot Locker,1185732.00,44160.00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40.00,175.00,7000.00,2450.00,Outlet
Foot Locker,1185732.00,44166.00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35.00,175.00,6125.00,2144.00,Outlet
Foot Locker,1185732.00,44190.00,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45.00,175.00,7875.00,2756.00,Outlet
Foot Locker,1185732.00,44345.00,Midwest,Nebraska,Omaha,Women's Street Footwear,25.00,175.00,4375.00,1531.00,Outlet
Foot Locker,1185732.00,44369.00,Midwest,Nebraska,Omaha,Women's Street Footwear,30.00,175.00,5250.00,1838.00,Outlet
Foot Locker,1185732.00,44376.00,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.00,175.00,6125.00,2450.00,Outlet
Foot Locker,1185732.00,44377.00,Midwest,Nebraska,Omaha,Men's Apparel,45.00,175.00,7875.00,2756.00,Outlet
Amazon,1185732.00,44494.00,Northeast,Maine,Portland,Men's Athletic Footwear,40.00,175.00,7000.00,2450.00,Outlet
Amazon,1185732.00,44507.00,Northeast,Maine,Portland,Women's Street Footwear,45.00,175.00,7875.00,3150.00,Outlet
Amazon,1185732.00,44514.00,Northeast,Maine,Portland,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,Outlet
Amazon,1185732.00,44520.00,Northeast,Maine,Portland,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,Outlet
Amazon,1185732.00,44554.00,Northeast,Maine,Portland,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,Outlet
Amazon,1185732.00,44249.00,West,Alaska,Anchorage,Women's Athletic Footwear,50.00,175.00,8750.00,2188.00,Outlet
Foot Locker,1128299.00,44206.00,West,Alaska,Anchorage,Men's Apparel,50.00,175.00,8750.00,1313.00,Outlet
Foot Locker,1128299.00,44341.00,Southeast,Virginia,Richmond,Men's Apparel,45.00,175.00,7875.00,3150.00,In-store
West Gear,1128299.00,44341.00,West,Oregon,Portland,Men's Apparel,45.00,175.00,7875.00,3150.00,In-store
West Gear,1128299.00,44244.00,South,Louisiana,New Orleans,Men's Apparel,50.00,175.00,8750.00,3938.00,In-store
West Gear,1128299.00,44303.00,South,Louisiana,New Orleans,Men's Apparel,45.00,175.00,7875.00,3544.00,In-store
Sports Direct,1128299.00,44240.00,Southeast,Georgia,Atlanta,Men's Apparel,45.00,175.00,7875.00,2756.00,Online
Amazon,1185732.00,44308.00,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45.00,175.00,7875.00,2756.00,Online
Amazon,1185732.00,44308.00,Southeast,Kentucky,Louisville,Women's Street Footwear,40.00,175.00,7000.00,2800.00,Online
Amazon,1185732.00,44491.00,Southeast,Kentucky,Louisville,Women's Street Footwear,45.00,175.00,7875.00,3150.00,Online
West Gear,1197831.00,44248.00,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20.00,175.00,3500.00,1400.00,Online
West Gear,1197831.00,44274.00,South,Oklahoma,Oklahoma City,Men's Apparel,35.00,175.00,6125.00,2144.00,Online
West Gear,1197831.00,44306.00,South,Oklahoma,Oklahoma City,Men's Apparel,40.00,175.00,7000.00,2450.00,Online
Kohl's,1197831.00,44483.00,Midwest,Kansas,Wichita,Women's Athletic Footwear,20.00,175.00,3500.00,1225.00,Online
Kohl's,1197831.00,44483.00,Midwest,Kansas,Wichita,Men's Apparel,30.00,175.00,5250.00,1838.00,Online
Foot Locker,1185732.00,44208.00,Midwest,Kansas,Wichita,Men's Apparel,50.00,175.00,8750.00,3063.00,Online
Foot Locker,1185732.00,44239.00,Midwest,Kansas,Wichita,Men's Athletic Footwear,40.00,175.00,7000.00,2100.00,Online
Foot Locker,1185732.00,44239.00,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,175.00,8750.00,3063.00,Online
Foot Locker,1185732.00,44329.00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45.00,175.00,7875.00,2363.00,Online
Foot Locker,1185732.00,44359.00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35.00,175.00,6125.00,1838.00,Online
Foot Locker,1185732.00,44359.00,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.00,175.00,7875.00,2756.00,Online
Foot Locker,1185732.00,44388.00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40.00,175.00,7000.00,2100.00,Online
Foot Locker,1185732.00,44420.00,Midwest,South Dakota,Sioux Falls,Men's Apparel,50.00,175.00,8750.00,3063.00,Online
Foot Locker,1185732.00,44452.00,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35.00,175.00,6125.00,1838.00,Online
Sports Direct,1185732.00,44512.00,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,Online
Sports Direct,1185732.00,44205.00,Midwest,South Dakota,Sioux Falls,Men's Apparel,45.00,175.00,7875.00,2756.00,Online
Sports Direct,1185732.00,44236.00,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35.00,175.00,6125.00,1838.00,Online
Sports Direct,1185732.00,44236.00,Midwest,North Dakota,Fargo,Men's Apparel,45.00,175.00,7875.00,2756.00,Online
Sports Direct,1185732.00,44326.00,Midwest,North Dakota,Fargo,Women's Street Footwear,40.00,175.00,7000.00,2100.00,In-store
Sports Direct,1185732.00,44356.00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30.00,175.00,5250.00,1575.00,In-store
Sports Direct,1185732.00,44356.00,Midwest,North Dakota,Fargo,Men's Apparel,40.00,175.00,7000.00,2450.00,In-store
Sports Direct,1185732.00,44385.00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,175.00,7000.00,2100.00,In-store
Sports Direct,1185732.00,44417.00,Midwest,North Dakota,Fargo,Men's Apparel,50.00,175.00,8750.00,3063.00,In-store
Sports Direct,1185732.00,44449.00,Midwest,North Dakota,Fargo,Women's Street Footwear,30.00,175.00,5250.00,1575.00,In-store
Foot Locker,1185732.00,44509.00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40.00,175.00,7000.00,2100.00,In-store
Foot Locker,1185732.00,44260.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.00,175.00,3500.00,1225.00,In-store
Foot Locker,1185732.00,44292.00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20.00,175.00,3500.00,1225.00,In-store
Foot Locker,1185732.00,44292.00,Midwest,Iowa,Des Moines,Women's Street Footwear,10.00,175.00,1750.00,525.00,In-store
Foot Locker,1185732.00,44353.00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25.00,175.00,4375.00,1313.00,In-store
Foot Locker,1185732.00,44353.00,Midwest,Iowa,Des Moines,Men's Apparel,35.00,175.00,6125.00,3063.00,In-store
Foot Locker,1185732.00,44382.00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40.00,175.00,7000.00,2100.00,In-store
Foot Locker,1185732.00,44414.00,Midwest,Iowa,Des Moines,Men's Apparel,50.00,175.00,8750.00,4375.00,In-store
Foot Locker,1185732.00,44446.00,Midwest,Iowa,Des Moines,Women's Street Footwear,25.00,175.00,4375.00,1313.00,In-store
West Gear,1185732.00,44257.00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20.00,175.00,3500.00,1225.00,In-store
West Gear,1185732.00,44320.00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35.00,175.00,6125.00,1838.00,In-store
West Gear,1185732.00,44320.00,Midwest,Wisconsin,Milwaukee,Men's Apparel,45.00,175.00,7875.00,3938.00,In-store
West Gear,1185732.00,44350.00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25.00,175.00,4375.00,1313.00,In-store
West Gear,1185732.00,44350.00,Midwest,Wisconsin,Milwaukee,Men's Apparel,35.00,175.00,6125.00,3063.00,In-store
West Gear,1185732.00,44379.00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40.00,175.00,7000.00,2100.00,In-store
West Gear,1185732.00,44411.00,Midwest,Wisconsin,Milwaukee,Men's Apparel,50.00,175.00,8750.00,4375.00,In-store
West Gear,1185732.00,44264.00,Midwest,Indiana,Indianapolis,Men's Apparel,35.00,175.00,6125.00,1838.00,In-store
West Gear,1185732.00,44327.00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,35.00,175.00,6125.00,2144.00,In-store
West Gear,1185732.00,44357.00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,30.00,175.00,5250.00,1838.00,In-store
West Gear,1185732.00,44357.00,Midwest,Indiana,Indianapolis,Men's Apparel,40.00,175.00,7000.00,2100.00,In-store
West Gear,1185732.00,44386.00,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,45.00,175.00,7875.00,2756.00,In-store
West Gear,1185732.00,44418.00,Midwest,Indiana,Indianapolis,Men's Apparel,50.00,175.00,8750.00,2625.00,In-store
West Gear,1185732.00,44450.00,Midwest,Indiana,Indianapolis,Women's Street Footwear,25.00,175.00,4375.00,1531.00,In-store
West Gear,1185732.00,44244.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.00,175.00,6125.00,2450.00,In-store
West Gear,1185732.00,44271.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.00,175.00,4375.00,1750.00,In-store
West Gear,1185732.00,44303.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.00,175.00,4375.00,1750.00,In-store
West Gear,1185732.00,44486.00,Northeast,West Virginia,Charleston,Women's Street Footwear,35.00,175.00,6125.00,2450.00,In-store
West Gear,1185732.00,44486.00,Northeast,West Virginia,Charleston,Women's Athletic Footwear,35.00,175.00,6125.00,2450.00,In-store
West Gear,1185732.00,44486.00,Northeast,West Virginia,Charleston,Men's Apparel,45.00,175.00,7875.00,3150.00,In-store
West Gear,1185732.00,44249.00,Northeast,West Virginia,Charleston,Women's Street Footwear,25.00,175.00,4375.00,1531.00,In-store
West Gear,1185732.00,44275.00,Northeast,Maryland,Baltimore,Women's Street Footwear,25.00,175.00,4375.00,1531.00,In-store
West Gear,1185732.00,44275.00,Northeast,Maryland,Baltimore,Women's Apparel,35.00,175.00,6125.00,1838.00,In-store
West Gear,1185732.00,44336.00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,45.00,175.00,7875.00,2756.00,In-store
Foot Locker,1185732.00,44369.00,Northeast,Maryland,Baltimore,Women's Street Footwear,40.00,175.00,7000.00,2450.00,In-store
Sports Direct,1185732.00,44397.00,Northeast,Maryland,Baltimore,Men's Apparel,50.00,175.00,8750.00,2625.00,In-store
Foot Locker,1185732.00,44521.00,Northeast,Maryland,Baltimore,Men's Athletic Footwear,50.00,175.00,8750.00,3063.00,In-store
Foot Locker,1185732.00,44550.00,Northeast,Maryland,Baltimore,Women's Athletic Footwear,50.00,175.00,8750.00,3063.00,In-store
Foot Locker,1185732.00,44213.00,Northeast,Maryland,Baltimore,Women's Athletic Footwear,35.00,175.00,6125.00,2450.00,In-store
Foot Locker,1185732.00,44268.00,Northeast,Delaware,Wilmington,Men's Apparel,50.00,175.00,8750.00,2625.00,In-store
Kohl's,1185732.00,44206.00,Northeast,Delaware,Wilmington,Men's Apparel,45.00,175.00,7875.00,2363.00,In-store
Kohl's,1185732.00,44235.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,35.00,175.00,6125.00,2144.00,In-store
Kohl's,1185732.00,44235.00,Northeast,New Jersey,Newark,Men's Apparel,45.00,175.00,7875.00,2363.00,In-store
Kohl's,1185732.00,44293.00,Northeast,New Jersey,Newark,Men's Athletic Footwear,35.00,175.00,6125.00,2144.00,In-store
Kohl's,1185732.00,44293.00,Northeast,New Jersey,Newark,Women's Street Footwear,25.00,175.00,4375.00,1750.00,In-store
Kohl's,1185732.00,44415.00,Northeast,New Jersey,Newark,Men's Apparel,50.00,175.00,8750.00,2625.00,In-store
Kohl's,1185732.00,44445.00,Northeast,New Jersey,Newark,Women's Street Footwear,40.00,175.00,7000.00,2800.00,In-store
Sports Direct,1185732.00,44442.00,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,In-store
Foot Locker,1185732.00,44235.00,Northeast,Connecticut,Hartford,Women's Street Footwear,25.00,175.00,4375.00,1750.00,In-store
Foot Locker,1185732.00,44261.00,Northeast,Rhode Island,Providence,Women's Street Footwear,25.00,175.00,4375.00,1750.00,In-store
Foot Locker,1185732.00,44261.00,Northeast,Rhode Island,Providence,Women's Apparel,35.00,175.00,6125.00,2450.00,In-store
Foot Locker,1185732.00,44322.00,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45.00,175.00,7875.00,2756.00,In-store
Foot Locker,1185732.00,44322.00,Northeast,Rhode Island,Providence,Men's Apparel,50.00,175.00,8750.00,2625.00,In-store
Sports Direct,1185732.00,44268.00,Northeast,Massachusetts,Boston,Men's Athletic Footwear,40.00,175.00,7000.00,2100.00,In-store
Sports Direct,1185732.00,44329.00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.00,175.00,7875.00,1969.00,In-store
Sports Direct,1185732.00,44422.00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,45.00,175.00,7875.00,1969.00,In-store
Amazon,1185732.00,44210.00,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40.00,175.00,7000.00,2450.00,In-store
Amazon,1185732.00,44217.00,Northeast,Vermont,Burlington,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,In-store
Amazon,1185732.00,44304.00,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.00,175.00,7875.00,2363.00,In-store
Sports Direct,1197831.00,44034.00,Northeast,New York,New York,Women's Athletic Footwear,34.00,175.00,595.00,327.00,Online
Sports Direct,1197831.00,44040.00,South,Texas,Houston,Women's Athletic Footwear,34.00,175.00,595.00,357.00,Online
Walmart,1197831.00,44083.00,South,Texas,Houston,Men's Apparel,44.00,175.00,770.00,331.00,Online
West Gear,1128299.00,44139.00,South,Texas,Houston,Women's Athletic Footwear,48.00,175.00,840.00,336.00,Online
West Gear,1128299.00,44149.00,West,California,San Francisco,Men's Athletic Footwear,58.00,175.00,1015.00,305.00,Online
West Gear,1128299.00,44242.00,West,California,San Francisco,Men's Apparel,59.00,175.00,1033.00,620.00,Online
Kohl's,1189833.00,44295.00,West,California,Los Angeles,Women's Street Footwear,49.00,175.00,858.00,472.00,Online
Kohl's,1189833.00,44308.00,West,California,Los Angeles,Women's Athletic Footwear,44.00,175.00,770.00,370.00,Online
Kohl's,1189833.00,44332.00,West,California,Los Angeles,Women's Athletic Footwear,48.00,175.00,840.00,378.00,Online
Sports Direct,1197831.00,44438.00,South,Texas,Dallas,Men's Athletic Footwear,28.00,175.00,490.00,235.00,Online
